"tournament","city","country","date","tournament_type","discipline","round","winner","nb_sets","retired","game_1_score","game_2_score","game_3_score","team_one_players","team_two_players","team_one_nationalities","team_two_nationalities","team_one_total_points","team_two_total_points","team_one_most_consecutive_points","team_two_most_consecutive_points","team_one_game_points","team_two_game_points","team_one_most_consecutive_points_game_1","team_two_most_consecutive_points_game_1","team_one_game_points_game_1","team_two_game_points_game_1","game_1_scores","team_one_most_consecutive_points_game_2","team_two_most_consecutive_points_game_2","team_one_game_points_game_2","team_two_game_points_game_2","game_2_scores","team_one_most_consecutive_points_game_3","team_two_most_consecutive_points_game_3","team_one_game_points_game_3","team_two_game_points_game_3","game_3_scores","men_team_one_lower","men_team_two_lower","player_one_ranking"
"BLIBLI Indonesia Open 2018","Jakarta","Indonesia",2018-07-03,"HSBC BWF World Tour Super 1000","MS","Round of 32",1,3,"False","16-21","21-18","21-18","Yuqi Shi","Rajiv Ouseph","CHN","ENG",58,57,3,4,3,1,3,4,0,1,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '4-2', '5-2', '5-3', '5-4', '6-4', '6-5', '7-5', '8-5', '9-5', '9-6', '10-6', '10-7', '10-8', '11-8', '11-9', '12-9', '12-10', '13-10', '13-11', '13-12', '14-12', '14-13', '14-14', '14-15', '15-15', '15-16', '15-17', '16-17', '16-18', '16-19', '16-20', '16-21']",3,3,2,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '4-2', '4-3', '5-3', '6-3', '7-3', '7-4', '8-4', '9-4', '9-5', '9-6', '10-6', '11-6', '11-7', '11-8', '12-8', '13-8', '14-8', '14-9', '14-10', '15-10', '15-11', '15-12', '16-12', '16-13', '16-14', '16-15', '17-15', '17-16', '18-16', '18-17', '19-17', '20-17', '20-18', '21-18']",3,3,1,0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '2-4', '3-4', '3-5', '4-5', '5-5', '5-6', '6-6', '6-7', '6-8', '7-8', '8-8', '8-9', '8-10', '9-10', '10-10', '11-10', '11-11', '11-12', '12-12', '13-12', '13-13', '14-13', '14-14', '14-15', '15-15', '16-15', '16-16', '17-16', '18-16', '18-17', '18-18', '19-18', '20-18', '21-18']","yuqi shi","rajiv ouseph",3
"BLIBLI Indonesia Open 2018","Jakarta","Indonesia",2018-07-04,"HSBC BWF World Tour Super 1000","MS","Round of 32",1,3,"False","20-22","21-10","21-16","Tommy Sugiarto","Khosit Phetpradab","INA","THA",62,48,7,5,7,1,4,5,3,1,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2', '4-2', '4-3', '4-4', '5-4', '5-5', '6-5', '6-6', '6-7', '6-8', '6-9', '7-9', '8-9', '9-9', '9-10', '9-11', '9-12', '10-12', '10-13', '11-13', '12-13', '13-13', '13-14', '13-15', '14-15', '15-15', '16-15', '16-16', '16-17', '17-17', '18-17', '19-17', '20-17', '20-18', '20-19', '20-20', '20-21', '20-22']",7,2,2,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '4-2', '5-2', '6-2', '6-3', '6-4', '7-4', '8-4', '9-4', '9-5', '9-6', '10-6', '11-6', '12-6', '12-7', '12-8', '13-8', '13-9', '14-9', '15-9', '16-9', '17-9', '18-9', '19-9', '20-9', '20-10', '21-10']",4,3,2,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '4-2', '5-2', '6-2', '6-3', '7-3', '7-4', '8-4', '9-4', '10-4', '11-4', '11-5', '11-6', '12-6', '13-6', '14-6', '14-7', '14-8', '14-9', '15-9', '15-10', '15-11', '16-11', '16-12', '17-12', '17-13', '18-13', '18-14', '19-14', '19-15', '20-15', '20-16', '21-16']","tommy sugiarto","khosit phetpradab",24
"BLIBLI Indonesia Open 2018","Jakarta","Indonesia",2018-07-04,"HSBC BWF World Tour Super 1000","MS","Round of 32",2,2,"False","9-21","17-21","","Mark Caljouw","Anthony Sinisuka Ginting","NED","INA",26,42,2,8,0,3,2,8,0,1,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '2-4', '3-4', '3-5', '4-5', '4-6', '4-7', '5-7', '6-7', '6-8', '6-9', '6-10', '6-11', '6-12', '6-13', '6-14', '6-15', '7-15', '7-16', '7-17', '8-17', '8-18', '9-18', '9-19', '9-20', '9-21']",2,4,0,2,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '4-2', '4-3', '5-3', '5-4', '5-5', '5-6', '5-7', '6-7', '7-7', '7-8', '8-8', '8-9', '9-9', '9-10', '9-11', '10-11', '11-11', '11-12', '11-13', '11-14', '12-14', '13-14', '13-15', '13-16', '13-17', '13-18', '14-18', '15-18', '15-19', '16-19', '16-20', '17-20', '17-21']",NA,NA,NA,NA,"[]","mark caljouw","anthony sinisuka ginting",25
"BLIBLI Indonesia Open 2018","Jakarta","Indonesia",2018-07-04,"HSBC BWF World Tour Super 1000","MS","Round of 32",1,3,"False","12-21","21-14","21-15","Kento Momota","Srikanth Kidambi","JPN","IND",54,50,4,8,3,3,3,8,0,3,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '3-3', '3-4', '4-4', '4-5', '5-5', '6-5', '6-6', '6-7', '7-7', '7-8', '7-9', '7-10', '7-11', '7-12', '7-13', '7-14', '7-15', '8-15', '9-15', '9-16', '9-17', '9-18', '10-18', '10-19', '10-20', '11-20', '12-20', '12-21']",4,2,2,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2', '4-2', '4-3', '4-4', '5-4', '5-5', '6-5', '7-5', '7-6', '8-6', '8-7', '8-8', '9-8', '9-9', '10-9', '11-9', '12-9', '12-10', '13-10', '13-11', '14-11', '15-11', '16-11', '17-11', '17-12', '17-13', '18-13', '19-13', '20-13', '20-14', '21-14']",3,3,1,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '3-3', '3-4', '4-4', '5-4', '6-4', '6-5', '7-5', '8-5', '8-6', '9-6', '10-6', '11-6', '11-7', '12-7', '12-8', '12-9', '12-10', '13-10', '14-10', '15-10', '15-11', '16-11', '16-12', '16-13', '16-14', '17-14', '18-14', '18-15', '19-15', '20-15', '21-15']","kento momota","srikanth kidambi",10
"BLIBLI Indonesia Open 2018","Jakarta","Indonesia",2018-07-04,"HSBC BWF World Tour Super 1000","MS","Round of 32",2,3,"False","15-21","21-18","10-21","Ka Long Angus Ng","Chong Wei Lee","HKG","MAS",46,60,4,4,1,3,4,4,0,2,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '2-4', '2-5', '3-5', '4-5', '5-5', '6-5', '6-6', '7-6', '8-6', '8-7', '8-8', '9-8', '9-9', '10-9', '10-10', '10-11', '11-11', '11-12', '12-12', '12-13', '12-14', '12-15', '12-16', '13-16', '13-17', '13-18', '14-18', '14-19', '14-20', '15-20', '15-21']",4,4,1,0,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '3-3', '3-4', '3-5', '4-5', '5-5', '5-6', '6-6', '7-6', '7-7', '7-8', '7-9', '7-10', '8-10', '9-10', '10-10', '11-10', '11-11', '12-11', '13-11', '14-11', '15-11', '15-12', '16-12', '16-13', '16-14', '16-15', '17-15', '17-16', '17-17', '17-18', '18-18', '19-18', '20-18', '21-18']",2,3,0,1,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '2-4', '3-4', '3-5', '3-6', '4-6', '4-7', '4-8', '5-8', '5-9', '5-10', '5-11', '6-11', '6-12', '6-13', '6-14', '7-14', '7-15', '7-16', '7-17', '8-17', '9-17', '9-18', '9-19', '10-19', '10-20', '10-21']","ka long angus ng","chong wei lee",9
"BLIBLI Indonesia Open 2018","Jakarta","Indonesia",2018-07-04,"HSBC BWF World Tour Super 1000","MS","Round of 32",2,2,"False","17-21","11-21","","Wing Ki Vincent Wong","Tien Chen Chou","HKG","TPE",28,42,4,4,0,4,4,4,0,1,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '4-2', '4-3', '5-3', '5-4', '5-5', '5-6', '5-7', '6-7', '6-8', '7-8', '8-8', '8-9', '8-10', '8-11', '9-11', '10-11', '10-12', '10-13', '10-14', '10-15', '11-15', '11-16', '12-16', '13-16', '13-17', '13-18', '14-18', '15-18', '16-18', '16-19', '17-19', '17-20', '17-21']",2,4,0,3,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '2-4', '2-5', '2-6', '3-6', '3-7', '3-8', '3-9', '3-10', '4-10', '5-10', '5-11', '6-11', '6-12', '6-13', '7-13', '7-14', '7-15', '7-16', '8-16', '9-16', '9-17', '9-18', '9-19', '9-20', '10-20', '11-20', '11-21']",NA,NA,NA,NA,"[]","wing ki vincent wong","tien chen chou",17
"BLIBLI Indonesia Open 2018","Jakarta","Indonesia",2018-07-04,"HSBC BWF World Tour Super 1000","MS","Round of 32",2,3,"False","13-21","21-12","22-24","Hyun Il Lee","Kantaphon Wangcharoen","KOR","THA",56,57,5,4,1,6,4,4,0,2,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '1-5', '2-5', '2-6', '2-7', '2-8', '3-8', '3-9', '4-9', '4-10', '4-11', '4-12', '5-12', '5-13', '6-13', '7-13', '8-13', '9-13', '9-14', '10-14', '11-14', '11-15', '11-16', '11-17', '11-18', '12-18', '12-19', '12-20', '13-20', '13-21']",4,3,1,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '5-1', '6-1', '6-2', '7-2', '8-2', '8-3', '9-3', '9-4', '10-4', '11-4', '11-5', '12-5', '12-6', '12-7', '12-8', '13-8', '14-8', '15-8', '16-8', '16-9', '16-10', '17-10', '17-11', '17-12', '18-12', '19-12', '20-12', '21-12']",4,4,0,4,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '3-5', '4-5', '4-6', '5-6', '5-7', '6-7', '7-7', '7-8', '7-9', '8-9', '9-9', '9-10', '10-10', '11-10', '11-11', '11-12', '12-12', '13-12', '14-12', '15-12', '15-13', '15-14', '16-14', '16-15', '16-16', '16-17', '16-18', '17-18', '18-18', '19-18', '19-19', '19-20', '20-20', '20-21', '21-21', '21-22', '22-22', '22-23', '22-24']","hyun il lee","kantaphon wangcharoen",26
"BLIBLI Indonesia Open 2018","Jakarta","Indonesia",2018-07-04,"HSBC BWF World Tour Super 1000","MS","Round of 32",1,2,"False","21-14","25-23","","Anders Antonsen","Kenta Nishimoto","DEN","JPN",46,37,6,4,5,2,6,4,1,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '5-1', '5-2', '5-3', '5-4', '6-4', '7-4', '7-5', '8-5', '8-6', '8-7', '8-8', '9-8', '9-9', '9-10', '9-11', '9-12', '10-12', '10-13', '11-13', '12-13', '13-13', '14-13', '15-13', '15-14', '16-14', '17-14', '18-14', '19-14', '20-14', '21-14']",4,4,4,2,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '3-5', '3-6', '4-6', '5-6', '6-6', '6-7', '6-8', '7-8', '8-8', '8-9', '9-9', '9-10', '10-10', '10-11', '10-12', '11-12', '12-12', '12-13', '13-13', '14-13', '14-14', '15-14', '15-15', '15-16', '16-16', '16-17', '16-18', '17-18', '18-18', '19-18', '20-18', '20-19', '20-20', '21-20', '21-21', '21-22', '22-22', '22-23', '23-23', '24-23', '25-23']",NA,NA,NA,NA,"[]","anders antonsen","kenta nishimoto",16
"BLIBLI Indonesia Open 2018","Jakarta","Indonesia",2018-07-04,"HSBC BWF World Tour Super 1000","MS","Round of 32",0,1,"True","11-6","","","Hans-Kristian Solberg Vittinghus","Wan Ho Son","DEN","KOR",11,6,3,2,0,0,3,2,0,0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '4-2', '5-2', '5-3', '6-3', '6-4', '7-4', '8-4', '9-4', '9-5', '10-5', '10-6', '11-6']",NA,NA,NA,NA,"",NA,NA,NA,NA,"","hans-kristian solberg vittinghus","wan ho son",22
"BLIBLI Indonesia Open 2018","Jakarta","Indonesia",2018-07-05,"HSBC BWF World Tour Super 1000","MS","Round of 16",2,2,"False","14-21","15-21","","Anthony Sinisuka Ginting","Kento Momota","INA","JPN",29,42,8,7,0,4,4,6,0,2,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '3-5', '4-5', '5-5', '5-6', '5-7', '5-8', '5-9', '5-10', '5-11', '6-11', '7-11', '8-11', '8-12', '8-13', '9-13', '9-14', '10-14', '10-15', '10-16', '11-16', '11-17', '12-17', '12-18', '12-19', '13-19', '13-20', '14-20', '14-21']",8,7,0,2,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '3-3', '3-4', '3-5', '4-5', '5-5', '6-5', '7-5', '8-5', '9-5', '10-5', '11-5', '11-6', '11-7', '12-7', '13-7', '13-8', '13-9', '13-10', '13-11', '13-12', '13-13', '14-13', '14-14', '14-15', '14-16', '14-17', '14-18', '14-19', '14-20', '15-20', '15-21']",NA,NA,NA,NA,"[]","anthony sinisuka ginting","kento momota",11
"BLIBLI Indonesia Open 2018","Jakarta","Indonesia",2018-07-05,"HSBC BWF World Tour Super 1000","MS","Round of 16",2,2,"False","12-21","15-21","","Anders Antonsen","Chong Wei Lee","DEN","MAS",27,42,5,8,0,2,3,8,0,1,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '3-3', '3-4', '4-4', '4-5', '4-6', '4-7', '4-8', '5-8', '6-8', '6-9', '7-9', '8-9', '9-9', '9-10', '10-10', '10-11', '10-12', '10-13', '11-13', '12-13', '12-14', '12-15', '12-16', '12-17', '12-18', '12-19', '12-20', '12-21']",5,7,0,1,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '2-4', '3-4', '3-5', '4-5', '5-5', '6-5', '7-5', '8-5', '8-6', '9-6', '9-7', '9-8', '9-9', '10-9', '10-10', '10-11', '11-11', '11-12', '11-13', '11-14', '12-14', '13-14', '14-14', '15-14', '15-15', '15-16', '15-17', '15-18', '15-19', '15-20', '15-21']",NA,NA,NA,NA,"[]","anders antonsen","chong wei lee",15
"BLIBLI Indonesia Open 2018","Jakarta","Indonesia",2018-07-05,"HSBC BWF World Tour Super 1000","MS","Round of 16",1,3,"False","21-23","21-15","21-13","H. S. Prannoy","Tzu Wei Wang","IND","TPE",63,51,7,5,4,1,4,5,2,1,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '2-4', '2-5', '2-6', '2-7', '3-7', '4-7', '4-8', '5-8', '5-9', '6-9', '7-9', '7-10', '8-10', '9-10', '9-11', '9-12', '9-13', '9-14', '10-14', '11-14', '12-14', '13-14', '13-15', '14-15', '14-16', '14-17', '15-17', '16-17', '16-18', '16-19', '17-19', '18-19', '19-19', '20-19', '20-20', '21-20', '21-21', '21-22', '21-23']",3,2,1,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '4-3', '5-3', '5-4', '6-4', '6-5', '7-5', '7-6', '7-7', '8-7', '9-7', '9-8', '10-8', '11-8', '11-9', '12-9', '12-10', '12-11', '13-11', '14-11', '15-11', '15-12', '16-12', '17-12', '17-13', '18-13', '18-14', '18-15', '19-15', '20-15', '21-15']",7,4,1,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '6-1', '7-1', '8-1', '9-1', '9-2', '10-2', '10-3', '10-4', '10-5', '11-5', '11-6', '12-6', '13-6', '14-6', '14-7', '15-7', '16-7', '17-7', '17-8', '18-8', '18-9', '18-10', '18-11', '18-12', '19-12', '19-13', '20-13', '21-13']","h. s. prannoy","tzu wei wang",14
"BLIBLI Indonesia Open 2018","Jakarta","Indonesia",2018-07-05,"HSBC BWF World Tour Super 1000","MS","Round of 16",1,2,"False","21-14","21-17","","Yuqi Shi","Kazumasa Sakai","CHN","JPN",42,31,5,3,4,0,5,3,1,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '4-2', '5-2', '5-3', '6-3', '7-3', '8-3', '9-3', '9-4', '9-5', '9-6', '10-6', '10-7', '10-8', '11-8', '11-9', '12-9', '13-9', '14-9', '15-9', '15-10', '15-11', '16-11', '16-12', '16-13', '16-14', '17-14', '18-14', '19-14', '20-14', '21-14']",5,3,3,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '3-3', '4-3', '4-4', '4-5', '5-5', '5-6', '5-7', '5-8', '6-8', '7-8', '7-9', '7-10', '8-10', '9-10', '9-11', '10-11', '10-12', '11-12', '12-12', '13-12', '14-12', '15-12', '15-13', '16-13', '17-13', '17-14', '17-15', '18-15', '19-15', '20-15', '20-16', '20-17', '21-17']",NA,NA,NA,NA,"[]","yuqi shi","kazumasa sakai",3
"BLIBLI Indonesia Open 2018","Jakarta","Indonesia",2018-07-05,"HSBC BWF World Tour Super 1000","MS","Round of 16",1,2,"False","21-15","21-14","","Viktor Axelsen","Sameer Verma","DEN","IND",42,29,6,3,5,0,6,3,4,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '3-3', '4-3', '4-4', '5-4', '5-5', '6-5', '7-5', '8-5', '9-5', '10-5', '11-5', '11-6', '12-6', '13-6', '14-6', '15-6', '15-7', '16-7', '16-8', '16-9', '17-9', '18-9', '18-10', '18-11', '19-11', '19-12', '20-12', '20-13', '20-14', '20-15', '21-15']",5,3,1,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '3-3', '4-3', '5-3', '6-3', '7-3', '7-4', '8-4', '8-5', '9-5', '9-6', '10-6', '10-7', '11-7', '11-8', '12-8', '12-9', '12-10', '12-11', '13-11', '14-11', '15-11', '16-11', '17-11', '17-12', '17-13', '18-13', '18-14', '19-14', '20-14', '21-14']",NA,NA,NA,NA,"[]","viktor axelsen","sameer verma",1
"BLIBLI Indonesia Open 2018","Jakarta","Indonesia",2018-07-05,"HSBC BWF World Tour Super 1000","MS","Round of 16",2,2,"False","22-24","13-21","","Brice Leverdez","Kanta Tsuneyama","FRA","JPN",35,45,7,6,1,4,7,4,1,3,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '2-4', '3-4', '4-4', '4-5', '5-5', '5-6', '5-7', '6-7', '7-7', '7-8', '7-9', '7-10', '7-11', '8-11', '8-12', '9-12', '10-12', '10-13', '10-14', '10-15', '11-15', '11-16', '11-17', '12-17', '12-18', '13-18', '14-18', '15-18', '16-18', '17-18', '18-18', '19-18', '19-19', '20-19', '20-20', '20-21', '21-21', '21-22', '22-22', '22-23', '22-24']",3,4,0,1,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '1-5', '2-5', '2-6', '2-7', '2-8', '3-8', '3-9', '4-9', '5-9', '5-10', '6-10', '7-10', '8-10', '8-11', '9-11', '9-12', '9-13', '9-14', '10-14', '10-15', '10-16', '11-16', '11-17', '11-18', '12-18', '12-19', '13-19', '13-20', '13-21']",NA,NA,NA,NA,"[]","brice leverdez","kanta tsuneyama",19
"BLIBLI Indonesia Open 2018","Jakarta","Indonesia",2018-07-05,"HSBC BWF World Tour Super 1000","MS","Round of 16",1,3,"False","21-13","14-21","21-18","Tommy Sugiarto","Tien Chen Chou","INA","TPE",56,52,5,4,9,3,5,3,4,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '5-1', '5-2', '6-2', '7-2', '8-2', '8-3', '9-3', '10-3', '10-4', '10-5', '10-6', '11-6', '11-7', '11-8', '12-8', '13-8', '14-8', '14-9', '15-9', '16-9', '16-10', '17-10', '18-10', '19-10', '20-10', '20-11', '20-12', '20-13', '21-13']",3,4,0,3,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '1-5', '1-6', '1-7', '2-7', '2-8', '2-9', '3-9', '4-9', '5-9', '5-10', '5-11', '6-11', '7-11', '8-11', '8-12', '9-12', '9-13', '9-14', '9-15', '10-15', '11-15', '11-16', '11-17', '11-18', '12-18', '12-19', '12-20', '13-20', '14-20', '14-21']",5,4,5,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '6-1', '7-1', '7-2', '8-2', '8-3', '8-4', '8-5', '9-5', '9-6', '10-6', '11-6', '11-7', '12-7', '12-8', '12-9', '12-10', '13-10', '13-11', '14-11', '15-11', '16-11', '16-12', '17-12', '17-13', '18-13', '19-13', '19-14', '20-14', '20-15', '20-16', '20-17', '20-18', '21-18']","tommy sugiarto","tien chen chou",16
"BLIBLI Indonesia Open 2018","Jakarta","Indonesia",2018-07-05,"HSBC BWF World Tour Super 1000","MS","Round of 16",1,2,"False","21-18","21-11","","Kantaphon Wangcharoen","Hans-Kristian Solberg Vittinghus","THA","DEN",42,29,7,6,2,0,5,6,1,0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '6-3', '6-4', '6-5', '6-6', '7-6', '8-6', '8-7', '8-8', '9-8', '9-9', '9-10', '9-11', '9-12', '9-13', '9-14', '10-14', '11-14', '12-14', '12-15', '13-15', '13-16', '14-16', '14-17', '15-17', '16-17', '16-18', '17-18', '18-18', '19-18', '20-18', '21-18']",5,3,1,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '4-3', '5-3', '6-3', '7-3', '7-4', '8-4', '9-4', '9-5', '10-5', '11-5', '11-6', '11-7', '11-8', '12-8', '12-9', '13-9', '14-9', '15-9', '16-9', '16-10', '16-11', '17-11', '18-11', '19-11', '20-11', '21-11']",NA,NA,NA,NA,"[]","kantaphon wangcharoen","hans-kristian solberg vittinghus",27
"BLIBLI Indonesia Open 2018","Jakarta","Indonesia",2018-07-06,"HSBC BWF World Tour Super 1000","MS","Quarter final",2,2,"False","11-21","15-21","","Tommy Sugiarto","Kento Momota","INA","JPN",26,42,4,6,0,4,3,6,0,2,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '2-4', '3-4', '3-5', '3-6', '3-7', '4-7', '4-8', '5-8', '5-9', '6-9', '7-9', '7-10', '7-11', '7-12', '8-12', '8-13', '8-14', '8-15', '8-16', '8-17', '8-18', '9-18', '10-18', '10-19', '10-20', '11-20', '11-21']",4,5,0,2,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '1-5', '1-6', '1-7', '1-8', '2-8', '2-9', '2-10', '3-10', '4-10', '4-11', '4-12', '4-13', '5-13', '5-14', '5-15', '5-16', '6-16', '6-17', '7-17', '8-17', '8-18', '9-18', '10-18', '10-19', '11-19', '12-19', '13-19', '14-19', '14-20', '15-20', '15-21']",NA,NA,NA,NA,"[]","tommy sugiarto","kento momota",16
"BLIBLI Indonesia Open 2018","Jakarta","Indonesia",2018-07-06,"HSBC BWF World Tour Super 1000","MS","Quarter final",1,2,"False","21-13","22-20","","Chong Wei Lee","Kantaphon Wangcharoen","MAS","THA",43,33,7,4,3,0,5,3,1,0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '3-3', '3-4', '4-4', '5-4', '6-4', '7-4', '8-4', '8-5', '9-5', '9-6', '9-7', '10-7', '11-7', '12-7', '12-8', '13-8', '13-9', '13-10', '14-10', '15-10', '16-10', '17-10', '18-10', '18-11', '18-12', '19-12', '19-13', '20-13', '21-13']",7,4,2,0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '3-3', '4-3', '5-3', '5-4', '5-5', '5-6', '5-7', '6-7', '7-7', '7-8', '7-9', '8-9', '8-10', '8-11', '8-12', '8-13', '9-13', '10-13', '10-14', '10-15', '11-15', '11-16', '12-16', '13-16', '14-16', '15-16', '16-16', '17-16', '18-16', '18-17', '18-18', '18-19', '19-19', '20-19', '20-20', '21-20', '22-20']",NA,NA,NA,NA,"[]","chong wei lee","kantaphon wangcharoen",4
"BLIBLI Indonesia Open 2018","Jakarta","Indonesia",2018-07-06,"HSBC BWF World Tour Super 1000","MS","Quarter final",1,2,"False","21-11","21-10","","Viktor Axelsen","Kanta Tsuneyama","DEN","JPN",42,21,6,2,2,0,4,2,1,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '3-3', '4-3', '5-3', '6-3', '6-4', '7-4', '7-5', '8-5', '8-6', '9-6', '10-6', '10-7', '11-7', '12-7', '12-8', '13-8', '13-9', '14-9', '15-9', '15-10', '16-10', '17-10', '18-10', '18-11', '19-11', '20-11', '21-11']",6,2,1,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '3-3', '4-3', '5-3', '6-3', '7-3', '8-3', '8-4', '9-4', '10-4', '11-4', '12-4', '13-4', '13-5', '13-6', '14-6', '14-7', '15-7', '15-8', '15-9', '16-9', '16-10', '17-10', '18-10', '19-10', '20-10', '21-10']",NA,NA,NA,NA,"[]","viktor axelsen","kanta tsuneyama",1
"BLIBLI Indonesia Open 2018","Jakarta","Indonesia",2018-07-06,"HSBC BWF World Tour Super 1000","MS","Quarter final",1,2,"False","21-17","21-18","","Yuqi Shi","H. S. Prannoy","CHN","IND",42,35,6,4,3,0,6,2,2,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '3-3', '4-3', '5-3', '6-3', '6-4', '7-4', '7-5', '8-5', '8-6', '8-7', '9-7', '9-8', '10-8', '11-8', '12-8', '13-8', '14-8', '15-8', '15-9', '15-10', '16-10', '16-11', '16-12', '17-12', '17-13', '17-14', '18-14', '18-15', '19-15', '19-16', '20-16', '20-17', '21-17']",4,4,1,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '3-3', '4-3', '5-3', '6-3', '7-3', '7-4', '7-5', '7-6', '7-7', '8-7', '9-7', '10-7', '10-8', '11-8', '12-8', '13-8', '13-9', '13-10', '14-10', '14-11', '15-11', '15-12', '16-12', '16-13', '16-14', '17-14', '17-15', '17-16', '18-16', '18-17', '18-18', '19-18', '20-18', '21-18']",NA,NA,NA,NA,"[]","yuqi shi","h. s. prannoy",3
"BLIBLI Indonesia Open 2018","Jakarta","Indonesia",2018-07-07,"HSBC BWF World Tour Super 1000","MS","Semi final",1,3,"False","18-21","21-14","21-11","Viktor Axelsen","Yuqi Shi","DEN","CHN",60,46,5,4,3,1,3,4,0,1,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '5-1', '5-2', '5-3', '6-3', '6-4', '6-5', '6-6', '6-7', '7-7', '7-8', '8-8', '8-9', '9-9', '9-10', '10-10', '11-10', '11-11', '11-12', '11-13', '12-13', '13-13', '13-14', '13-15', '14-15', '15-15', '15-16', '16-16', '17-16', '17-17', '17-18', '18-18', '18-19', '18-20', '18-21']",4,4,1,0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '3-3', '4-3', '5-3', '6-3', '6-4', '7-4', '7-5', '7-6', '7-7', '7-8', '8-8', '9-8', '10-8', '10-9', '11-9', '11-10', '12-10', '13-10', '14-10', '14-11', '15-11', '15-12', '16-12', '17-12', '18-12', '19-12', '19-13', '19-14', '20-14', '21-14']",5,2,2,0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '4-2', '5-2', '6-2', '6-3', '7-3', '8-3', '9-3', '10-3', '10-4', '11-4', '12-4', '13-4', '14-4', '15-4', '15-5', '16-5', '16-6', '17-6', '18-6', '18-7', '18-8', '19-8', '19-9', '19-10', '20-10', '20-11', '21-11']","viktor axelsen","yuqi shi",1
