tournament,city,country,date,tournament_type,discipline,round,winner,nb_sets,retired,game_1_score,game_2_score,game_3_score,team_one_players,team_two_players,team_one_nationalities,team_two_nationalities,team_one_rankings,team_two_rankings,team_one_total_points,team_two_total_points,team_one_most_consecutive_points,team_two_most_consecutive_points,team_one_game_points,team_two_game_points,team_one_most_consecutive_points_game_1,team_two_most_consecutive_points_game_1,team_one_game_points_game_1,team_two_game_points_game_1,game_1_scores,team_one_most_consecutive_points_game_2,team_two_most_consecutive_points_game_2,team_one_game_points_game_2,team_two_game_points_game_2,game_2_scores,team_one_most_consecutive_points_game_3,team_two_most_consecutive_points_game_3,team_one_game_points_game_3,team_two_game_points_game_3,game_3_scores
PRINCESS SIRIVANNAVARI Thailand Masters 2018,Bangkok,Thailand,2018-01-10,HSBC BWF World Tour Super 300,MS,Round of 32,1,3,FALSE,21-18,18-21,23-21,Daren Liew,Khosit Phetpradab,MAS,THA,88,26,62,60,4,4,2,5,4,2,1,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '2-4', '3-4', '3-5', '3-6', '4-6', '4-7', '4-8', '5-8', '6-8', '7-8', '8-8', '8-9', '8-10', '9-10', '10-10', '10-11', '10-12', '11-12', '12-12', '13-12', '14-12', '14-13', '14-14', '15-14', '16-14', '16-15', '16-16', '17-16', '17-17', '17-18', '18-18', '19-18', '20-18', '21-18']",3,3,0,2,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '3-3', '3-4', '3-5', '4-5', '5-5', '6-5', '6-6', '7-6', '7-7', '8-7', '8-8', '8-9', '9-9', '9-10', '9-11', '10-11', '11-11', '11-12', '12-12', '12-13', '13-13', '14-13', '14-14', '15-14', '15-15', '16-15', '16-16', '16-17', '17-17', '17-18', '17-19', '17-20', '18-20', '18-21']",3,4,1,3,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '4-2', '4-3', '4-4', '4-5', '4-6', '5-6', '5-7', '5-8', '6-8', '7-8', '7-9', '8-9', '9-9', '10-9', '10-10', '10-11', '11-11', '11-12', '12-12', '13-12', '13-13', '14-13', '15-13', '15-14', '15-15', '15-16', '16-16', '16-17', '16-18', '17-18', '18-18', '18-19', '18-20', '19-20', '20-20', '20-21', '21-21', '22-21', '23-21']"
PRINCESS SIRIVANNAVARI Thailand Masters 2018,Bangkok,Thailand,2018-01-10,HSBC BWF World Tour Super 300,MS,Round of 32,1,2,FALSE,21-19,21-9,,Nan Wei,Adulrach Namkul,HKG,THA,52,104,42,28,5,4,6,0,4,4,5,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '3-3', '3-4', '4-4', '4-5', '4-6', '5-6', '6-6', '6-7', '6-8', '7-8', '8-8', '9-8', '10-8', '10-9', '10-10', '10-11', '11-11', '12-11', '12-12', '13-12', '14-12', '15-12', '15-13', '16-13', '17-13', '17-14', '17-15', '18-15', '19-15', '20-15', '20-16', '20-17', '20-18', '20-19', '21-19']",5,2,1,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '4-2', '4-3', '5-3', '6-3', '6-4', '7-4', '8-4', '8-5', '8-6', '9-6', '10-6', '10-7', '11-7', '12-7', '13-7', '14-7', '15-7', '15-8', '16-8', '17-8', '17-9', '18-9', '19-9', '20-9', '21-9']",NA,NA,NA,NA,[]
PRINCESS SIRIVANNAVARI Thailand Masters 2018,Bangkok,Thailand,2018-01-10,HSBC BWF World Tour Super 300,MS,Round of 32,0,3,TRUE,21-18,13-21,15-7,Hashiru Shimono,Dionysius Hayom Rumbaka,JPN,INA,124,226,49,46,6,5,3,3,3,3,3,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '6-3', '7-3', '8-3', '9-3', '9-4', '10-4', '10-5', '11-5', '12-5', '12-6', '12-7', '13-7', '14-7', '14-8', '15-8', '15-9', '15-10', '15-11', '16-11', '17-11', '17-12', '17-13', '17-14', '18-14', '19-14', '19-15', '19-16', '20-16', '20-17', '20-18', '21-18']",2,5,0,3,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '2-4', '2-5', '3-5', '3-6', '3-7', '3-8', '3-9', '3-10', '4-10', '4-11', '5-11', '5-12', '5-13', '5-14', '5-15', '6-15', '7-15', '7-16', '8-16', '9-16', '9-17', '10-17', '11-17', '11-18', '11-19', '11-20', '12-20', '13-20', '13-21']",NA,NA,NA,NA,[]
PRINCESS SIRIVANNAVARI Thailand Masters 2018,Bangkok,Thailand,2018-01-10,HSBC BWF World Tour Super 300,MS,Round of 32,1,2,FALSE,21-13,23-21,,Misha Zilberman,Karan Rajan Rajarajan,ISR,IND,57,108,44,34,5,4,3,1,5,3,1,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '3-3', '3-4', '4-4', '5-4', '6-4', '7-4', '7-5', '7-6', '8-6', '8-7', '9-7', '9-8', '9-9', '10-9', '11-9', '11-10', '12-10', '13-10', '13-11', '14-11', '15-11', '16-11', '16-12', '16-13', '17-13', '18-13', '19-13', '20-13', '21-13']",4,4,2,1,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '4-2', '4-3', '5-3', '5-4', '6-4', '6-5', '7-5', '8-5', '8-6', '8-7', '8-8', '9-8', '9-9', '10-9', '11-9', '12-9', '13-9', '13-10', '13-11', '13-12', '13-13', '14-13', '15-13', '16-13', '16-14', '16-15', '16-16', '17-16', '17-17', '17-18', '18-18', '18-19', '19-19', '19-20', '20-20', '21-20', '21-21', '22-21', '23-21']",NA,NA,NA,NA,[]
PRINCESS SIRIVANNAVARI Thailand Masters 2018,Bangkok,Thailand,2018-01-10,HSBC BWF World Tour Super 300,MS,Round of 32,1,2,FALSE,21-18,21-13,,Pannawit Thongnuam,Jia Wei Tan,THA,MAS,59,107,42,31,6,4,2,0,6,4,1,0,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '1-5', '2-5', '2-6', '3-6', '3-7', '4-7', '4-8', '5-8', '6-8', '7-8', '8-8', '9-8', '10-8', '10-9', '10-10', '11-10', '12-10', '12-11', '13-11', '14-11', '14-12', '15-12', '16-12', '16-13', '17-13', '18-13', '18-14', '18-15', '19-15', '19-16', '19-17', '19-18', '20-18', '21-18']",5,2,1,0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '4-2', '4-3', '5-3', '5-4', '6-4', '7-4', '7-5', '7-6', '8-6', '9-6', '10-6', '11-6', '12-6', '12-7', '12-8', '13-8', '13-9', '14-9', '15-9', '16-9', '17-9', '17-10', '18-10', '18-11', '19-11', '19-12', '19-13', '20-13', '21-13']",NA,NA,NA,NA,[]
PRINCESS SIRIVANNAVARI Thailand Masters 2018,Bangkok,Thailand,2018-01-10,HSBC BWF World Tour Super 300,MS,Round of 32,2,2,FALSE,13-21,14-21,,Lucas Corvee,Tommy Sugiarto,FRA,INA,60,25,27,42,5,10,0,6,5,10,0,3,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '1-5', '2-5', '3-5', '3-6', '3-7', '3-8', '3-9', '3-10', '3-11', '3-12', '3-13', '3-14', '3-15', '4-15', '5-15', '6-15', '6-16', '6-17', '6-18', '6-19', '7-19', '8-19', '9-19', '10-19', '11-19', '11-20', '12-20', '13-20', '13-21']",4,5,0,3,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '2-4', '2-5', '2-6', '2-7', '2-8', '3-8', '4-8', '4-9', '5-9', '5-10', '5-11', '6-11', '6-12', '7-12', '7-13', '7-14', '8-14', '8-15', '8-16', '8-17', '8-18', '8-19', '9-19', '10-19', '11-19', '12-19', '12-20', '13-20', '14-20', '14-21']",NA,NA,NA,NA,[]
PRINCESS SIRIVANNAVARI Thailand Masters 2018,Bangkok,Thailand,2018-01-11,HSBC BWF World Tour Super 300,MS,Round of 16,0,2,TRUE,19-21,4-11,,Tanongsak Saensomboonsuk,Kantaphon Wangcharoen,THA,THA,17,58,23,32,3,4,0,1,3,4,0,1,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '3-3', '4-3', '4-4', '5-4', '5-5', '5-6', '6-6', '7-6', '7-7', '7-8', '7-9', '7-10', '8-10', '8-11', '9-11', '10-11', '11-11', '11-12', '12-12', '13-12', '13-13', '13-14', '14-14', '15-14', '15-15', '15-16', '15-17', '16-17', '17-17', '17-18', '17-19', '18-19', '19-19', '19-20', '19-21']",1,4,0,0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '2-4', '2-5', '2-6', '2-7', '2-8', '3-8', '3-9', '4-9', '4-10', '4-11']",NA,NA,NA,NA,[]
PRINCESS SIRIVANNAVARI Thailand Masters 2018,Bangkok,Thailand,2018-01-11,HSBC BWF World Tour Super 300,MS,Round of 16,2,2,FALSE,17-21,14-21,,Cao Cuong Pham,Ihsan Maulana Mustofa,VIE,INA,128,47,31,42,3,4,0,2,3,3,0,1,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '3-5', '4-5', '5-5', '5-6', '5-7', '5-8', '6-8', '7-8', '8-8', '8-9', '8-10', '8-11', '9-11', '10-11', '10-12', '10-13', '11-13', '12-13', '13-13', '13-14', '14-14', '14-15', '15-15', '15-16', '16-16', '16-17', '16-18', '17-18', '17-19', '17-20', '17-21']",3,4,0,1,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '2-4', '2-5', '3-5', '3-6', '3-7', '4-7', '4-8', '4-9', '4-10', '4-11', '5-11', '5-12', '6-12', '7-12', '8-12', '8-13', '9-13', '10-13', '11-13', '11-14', '11-15', '11-16', '11-17', '12-17', '12-18', '12-19', '13-19', '14-19', '14-20', '14-21']",NA,NA,NA,NA,[]
PRINCESS SIRIVANNAVARI Thailand Masters 2018,Bangkok,Thailand,2018-01-11,HSBC BWF World Tour Super 300,MS,Round of 16,1,2,FALSE,21-14,21-8,,Yun Hu,Panji Ahmad Maulana,HKG,INA,35,73,42,22,9,4,6,0,5,4,4,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '6-1', '6-2', '7-2', '7-3', '8-3', '9-3', '9-4', '9-5', '10-5', '10-6', '11-6', '12-6', '12-7', '12-8', '12-9', '12-10', '13-10', '14-10', '15-10', '15-11', '16-11', '17-11', '18-11', '19-11', '20-11', '20-12', '20-13', '20-14', '21-14']",9,1,2,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '4-2', '5-2', '6-2', '6-3', '7-3', '8-3', '9-3', '10-3', '11-3', '12-3', '13-3', '14-3', '15-3', '15-4', '16-4', '17-4', '17-5', '18-5', '18-6', '19-6', '19-7', '20-7', '20-8', '21-8']",NA,NA,NA,NA,[]
PRINCESS SIRIVANNAVARI Thailand Masters 2018,Bangkok,Thailand,2018-01-11,HSBC BWF World Tour Super 300,MS,Round of 16,1,2,FALSE,25-23,21-12,,Jun Hao Leong,Firman Abdul Kholik,MAS,INA,215,81,46,35,7,6,4,4,5,6,2,4,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2', '3-3', '3-4', '4-4', '4-5', '4-6', '5-6', '5-7', '5-8', '6-8', '7-8', '7-9', '7-10', '7-11', '7-12', '7-13', '7-14', '8-14', '9-14', '10-14', '11-14', '12-14', '12-15', '13-15', '13-16', '14-16', '15-16', '15-17', '16-17', '17-17', '17-18', '18-18', '18-19', '18-20', '19-20', '20-20', '20-21', '21-21', '21-22', '22-22', '23-22', '23-23', '24-23', '25-23']",7,3,2,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '3-3', '3-4', '4-4', '5-4', '5-5', '6-5', '6-6', '7-6', '7-7', '8-7', '8-8', '8-9', '9-9', '10-9', '11-9', '11-10', '12-10', '13-10', '14-10', '15-10', '16-10', '17-10', '18-10', '18-11', '19-11', '20-11', '20-12', '21-12']",NA,NA,NA,NA,[]
PRINCESS SIRIVANNAVARI Thailand Masters 2018,Bangkok,Thailand,2018-01-11,HSBC BWF World Tour Super 300,MS,Round of 16,2,3,FALSE,13-21,21-9,19-21,Tien Minh Nguyen,Suppanyu Avihingsanon,VIE,THA,55,46,53,51,6,6,1,2,2,3,0,1,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '1-5', '2-5', '2-6', '2-7', '3-7', '3-8', '4-8', '4-9', '4-10', '4-11', '5-11', '6-11', '6-12', '6-13', '7-13', '8-13', '8-14', '9-14', '9-15', '9-16', '10-16', '11-16', '11-17', '11-18', '12-18', '13-18', '13-19', '13-20', '13-21']",6,2,1,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '4-2', '5-2', '6-2', '6-3', '7-3', '8-3', '9-3', '10-3', '10-4', '11-4', '11-5', '12-5', '13-5', '13-6', '13-7', '14-7', '15-7', '16-7', '17-7', '18-7', '19-7', '19-8', '19-9', '20-9', '21-9']",3,6,0,1,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '5-2', '5-3', '6-3', '7-3', '7-4', '8-4', '9-4', '10-4', '10-5', '10-6', '10-7', '10-8', '10-9', '10-10', '11-10', '11-11', '12-11', '12-12', '12-13', '12-14', '13-14', '13-15', '14-15', '14-16', '15-16', '15-17', '16-17', '17-17', '17-18', '18-18', '19-18', '19-19', '19-20', '19-21']"
PRINCESS SIRIVANNAVARI Thailand Masters 2018,Bangkok,Thailand,2018-01-11,HSBC BWF World Tour Super 300,MS,Round of 16,2,2,FALSE,17-21,11-21,,Nan Wei,Daren Liew,HKG,MAS,52,88,28,42,6,8,0,2,6,8,0,1,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '2-4', '2-5', '2-6', '2-7', '2-8', '3-8', '3-9', '3-10', '4-10', '4-11', '5-11', '6-11', '7-11', '8-11', '8-12', '9-12', '9-13', '9-14', '9-15', '9-16', '10-16', '10-17', '11-17', '11-18', '12-18', '13-18', '14-18', '15-18', '16-18', '17-18', '17-19', '17-20', '17-21']",3,6,0,1,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '3-3', '4-3', '4-4', '4-5', '4-6', '4-7', '4-8', '4-9', '5-9', '6-9', '7-9', '7-10', '8-10', '8-11', '9-11', '9-12', '9-13', '9-14', '9-15', '10-15', '10-16', '11-16', '11-17', '11-18', '11-19', '11-20', '11-21']",NA,NA,NA,NA,[]
PRINCESS SIRIVANNAVARI Thailand Masters 2018,Bangkok,Thailand,2018-01-11,HSBC BWF World Tour Super 300,MS,Round of 16,1,3,FALSE,18-21,21-7,21-14,Hashiru Shimono,Misha Zilberman,JPN,ISR,124,57,60,42,6,4,2,5,4,4,0,5,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '2-6', '2-7', '2-8', '3-8', '4-8', '4-9', '5-9', '6-9', '6-10', '7-10', '8-10', '8-11', '9-11', '9-12', '9-13', '10-13', '11-13', '11-14', '12-14', '12-15', '12-16', '12-17', '12-18', '13-18', '14-18', '14-19', '14-20', '15-20', '16-20', '17-20', '18-20', '18-21']",6,2,1,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '7-2', '7-3', '8-3', '9-3', '10-3', '11-3', '12-3', '13-3', '13-4', '14-4', '15-4', '15-5', '16-5', '17-5', '17-6', '17-7', '18-7', '19-7', '20-7', '21-7']",6,3,1,0,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '3-5', '3-6', '4-6', '5-6', '6-6', '7-6', '8-6', '9-6', '9-7', '10-7', '11-7', '12-7', '12-8', '12-9', '13-9', '14-9', '14-10', '14-11', '14-12', '15-12', '15-13', '15-14', '16-14', '17-14', '18-14', '19-14', '20-14', '21-14']"
PRINCESS SIRIVANNAVARI Thailand Masters 2018,Bangkok,Thailand,2018-01-11,HSBC BWF World Tour Super 300,MS,Round of 16,2,2,FALSE,18-21,14-21,,Pannawit Thongnuam,Tommy Sugiarto,THA,INA,59,25,32,42,4,6,0,3,4,5,0,2,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '4-2', '4-3', '5-3', '5-4', '6-4', '6-5', '6-6', '6-7', '7-7', '7-8', '7-9', '7-10', '7-11', '7-12', '8-12', '8-13', '8-14', '8-15', '9-15', '9-16', '10-16', '11-16', '12-16', '12-17', '13-17', '14-17', '15-17', '16-17', '16-18', '16-19', '17-19', '17-20', '18-20', '18-21']",3,6,0,1,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '3-3', '3-4', '4-4', '5-4', '6-4', '6-5', '7-5', '7-6', '7-7', '7-8', '7-9', '7-10', '7-11', '8-11', '8-12', '9-12', '10-12', '10-13', '11-13', '11-14', '12-14', '12-15', '12-16', '12-17', '12-18', '13-18', '13-19', '14-19', '14-20', '14-21']",NA,NA,NA,NA,[]
PRINCESS SIRIVANNAVARI Thailand Masters 2018,Bangkok,Thailand,2018-01-12,HSBC BWF World Tour Super 300,MS,Quarter final,1,2,FALSE,21-14,21-13,,Kantaphon Wangcharoen,Ihsan Maulana Mustofa,THA,INA,58,47,42,27,7,3,3,0,4,3,1,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '4-2', '5-2', '6-2', '7-2', '8-2', '8-3', '9-3', '9-4', '9-5', '10-5', '10-6', '11-6', '12-6', '12-7', '12-8', '13-8', '13-9', '13-10', '14-10', '14-11', '15-11', '16-11', '17-11', '18-11', '18-12', '18-13', '18-14', '19-14', '20-14', '21-14']",7,3,2,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '3-3', '4-3', '4-4', '5-4', '6-4', '6-5', '6-6', '7-6', '8-6', '8-7', '8-8', '8-9', '9-9', '10-9', '11-9', '12-9', '13-9', '14-9', '15-9', '15-10', '15-11', '15-12', '16-12', '17-12', '18-12', '19-12', '20-12', '20-13', '21-13']",NA,NA,NA,NA,[]
PRINCESS SIRIVANNAVARI Thailand Masters 2018,Bangkok,Thailand,2018-01-12,HSBC BWF World Tour Super 300,MS,Quarter final,2,3,FALSE,15-21,22-20,7-21,Yun Hu,Jun Hao Leong,HKG,MAS,35,215,44,62,4,6,1,3,3,5,0,1,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '4-2', '4-3', '5-3', '5-4', '5-5', '6-5', '6-6', '6-7', '7-7', '8-7', '8-8', '8-9', '8-10', '8-11', '9-11', '9-12', '9-13', '9-14', '9-15', '9-16', '10-16', '10-17', '11-17', '12-17', '13-17', '13-18', '13-19', '14-19', '15-19', '15-20', '15-21']",4,3,1,1,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '3-3', '3-4', '4-4', '4-5', '5-5', '5-6', '6-6', '6-7', '7-7', '8-7', '9-7', '10-7', '10-8', '10-9', '10-10', '11-10', '11-11', '12-11', '13-11', '13-12', '14-12', '15-12', '15-13', '15-14', '16-14', '17-14', '17-15', '17-16', '18-16', '18-17', '18-18', '18-19', '19-19', '19-20', '20-20', '21-20', '22-20']",3,6,0,1,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '3-3', '4-3', '4-4', '4-5', '4-6', '4-7', '5-7', '5-8', '5-9', '5-10', '5-11', '6-11', '6-12', '6-13', '6-14', '6-15', '6-16', '6-17', '7-17', '7-18', '7-19', '7-20', '7-21']"
PRINCESS SIRIVANNAVARI Thailand Masters 2018,Bangkok,Thailand,2018-01-12,HSBC BWF World Tour Super 300,MS,Quarter final,2,2,FALSE,15-21,18-21,,Suppanyu Avihingsanon,Daren Liew,THA,MAS,46,88,33,42,3,5,0,2,3,4,0,1,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '2-4', '3-4', '3-5', '4-5', '5-5', '6-5', '6-6', '6-7', '7-7', '7-8', '7-9', '8-9', '8-10', '9-10', '9-11', '10-11', '10-12', '10-13', '11-13', '11-14', '12-14', '12-15', '13-15', '13-16', '13-17', '14-17', '15-17', '15-18', '15-19', '15-20', '15-21']",3,4,0,1,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '4-4', '4-5', '5-5', '5-6', '5-7', '5-8', '5-9', '6-9', '6-10', '6-11', '7-11', '8-11', '8-12', '9-12', '10-12', '10-13', '10-14', '10-15', '11-15', '12-15', '13-15', '13-16', '14-16', '14-17', '15-17', '16-17', '17-17', '17-18', '17-19', '18-19', '18-20', '18-21']",NA,NA,NA,NA,[]
PRINCESS SIRIVANNAVARI Thailand Masters 2018,Bangkok,Thailand,2018-01-12,HSBC BWF World Tour Super 300,MS,Quarter final,2,2,FALSE,17-21,8-21,,Hashiru Shimono,Tommy Sugiarto,JPN,INA,124,25,25,42,3,5,0,3,3,4,0,2,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '3-3', '4-3', '4-4', '4-5', '5-5', '6-5', '7-5', '7-6', '7-7', '7-8', '7-9', '8-9', '9-9', '9-10', '9-11', '9-12', '10-12', '10-13', '10-14', '11-14', '12-14', '12-15', '13-15', '14-15', '14-16', '14-17', '14-18', '15-18', '16-18', '16-19', '16-20', '17-20', '17-21']",2,5,0,1,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '1-5', '1-6', '2-6', '2-7', '3-7', '3-8', '3-9', '3-10', '3-11', '3-12', '4-12', '4-13', '5-13', '5-14', '6-14', '6-15', '6-16', '6-17', '6-18', '7-18', '8-18', '8-19', '8-20', '8-21']",NA,NA,NA,NA,[]
PRINCESS SIRIVANNAVARI Thailand Masters 2018,Bangkok,Thailand,2018-01-13,HSBC BWF World Tour Super 300,MS,Semi final,2,3,FALSE,22-20,19-21,18-21,Kantaphon Wangcharoen,Jun Hao Leong,THA,MAS,58,215,59,62,4,4,1,4,4,4,1,1,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1', '5-1', '5-2', '5-3', '5-4', '6-4', '6-5', '6-6', '7-6', '7-7', '7-8', '8-8', '8-9', '8-10', '8-11', '9-11', '9-12', '10-12', '11-12', '11-13', '12-13', '13-13', '14-13', '14-14', '15-14', '16-14', '16-15', '16-16', '16-17', '16-18', '17-18', '17-19', '18-19', '19-19', '19-20', '20-20', '21-20', '22-20']",3,4,0,2,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '2-4', '2-5', '2-6', '3-6', '3-7', '4-7', '5-7', '5-8', '6-8', '6-9', '7-9', '8-9', '8-10', '9-10', '9-11', '10-11', '11-11', '11-12', '12-12', '13-12', '14-12', '14-13', '15-13', '15-14', '15-15', '16-15', '16-16', '16-17', '16-18', '16-19', '17-19', '18-19', '18-20', '19-20', '19-21']",3,3,0,1,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '2-4', '3-4', '4-4', '4-5', '5-5', '6-5', '6-6', '6-7', '7-7', '7-8', '8-8', '9-8', '10-8', '10-9', '11-9', '11-10', '12-10', '13-10', '13-11', '14-11', '14-12', '14-13', '14-14', '15-14', '16-14', '16-15', '16-16', '17-16', '17-17', '17-18', '18-18', '18-19', '18-20', '18-21']"
PRINCESS SIRIVANNAVARI Thailand Masters 2018,Bangkok,Thailand,2018-01-13,HSBC BWF World Tour Super 300,MS,Semi final,2,3,FALSE,21-17,17-21,18-21,Daren Liew,Tommy Sugiarto,MAS,INA,88,25,56,59,5,7,1,2,5,4,1,0,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '3-3', '3-4', '3-5', '3-6', '3-7', '4-7', '4-8', '4-9', '4-10', '5-10', '6-10', '7-10', '8-10', '8-11', '9-11', '10-11', '11-11', '11-12', '12-12', '12-13', '13-13', '14-13', '15-13', '16-13', '16-14', '16-15', '16-16', '16-17', '17-17', '18-17', '19-17', '20-17', '21-17']",4,4,0,1,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '2-4', '2-5', '3-5', '3-6', '4-6', '4-7', '5-7', '5-8', '5-9', '6-9', '7-9', '7-10', '8-10', '9-10', '10-10', '11-10', '11-11', '11-12', '12-12', '13-12', '14-12', '14-13', '14-14', '14-15', '14-16', '15-16', '15-17', '15-18', '15-19', '16-19', '17-19', '17-20', '17-21']",4,7,0,1,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '3-5', '4-5', '5-5', '6-5', '6-6', '6-7', '7-7', '8-7', '9-7', '9-8', '10-8', '10-9', '10-10', '11-10', '12-10', '12-11', '12-12', '12-13', '12-14', '12-15', '12-16', '12-17', '13-17', '14-17', '15-17', '16-17', '16-18', '17-18', '17-19', '18-19', '18-20', '18-21']"
PRINCESS SIRIVANNAVARI Thailand Masters 2018,Bangkok,Thailand,2018-01-14,HSBC BWF World Tour Super 300,MS,Final,2,2,FALSE,16-21,15-21,,Jun Hao Leong,Tommy Sugiarto,MAS,INA,215,25,31,42,4,6,0,2,4,4,0,1,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '2-4', '3-4', '3-5', '4-5', '4-6', '5-6', '5-7', '5-8', '5-9', '5-10', '6-10', '7-10', '8-10', '9-10', '9-11', '10-11', '11-11', '11-12', '11-13', '12-13', '12-14', '12-15', '12-16', '13-16', '13-17', '13-18', '13-19', '14-19', '15-19', '16-19', '16-20', '16-21']",4,5,0,1,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '2-4', '3-4', '3-5', '4-5', '5-5', '5-6', '5-7', '6-7', '6-8', '7-8', '8-8', '8-9', '9-9', '9-10', '9-11', '10-11', '10-12', '10-13', '10-14', '10-15', '10-16', '11-16', '11-17', '11-18', '11-19', '12-19', '13-19', '14-19', '15-19', '15-20', '15-21']",NA,NA,NA,NA,[]
PERODUA Malaysia Masters 2018,Bukit Jalil,Malaysia,2018-01-16,HSBC BWF World Tour Super 500,MS,Qualification round of 16,1,3,FALSE,21-6,18-21,21-17,Iskandar Zulkarnain,Lucas Corvee,MAS,FRA,99,60,60,44,8,4,3,1,8,2,2,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '6-0', '7-0', '8-0', '8-1', '9-1', '10-1', '11-1', '12-1', '12-2', '12-3', '13-3', '14-3', '14-4', '15-4', '16-4', '17-4', '17-5', '18-5', '19-5', '20-5', '20-6', '21-6']",3,3,0,1,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '5-1', '5-2', '5-3', '6-3', '6-4', '6-5', '6-6', '7-6', '8-6', '9-6', '9-7', '9-8', '9-9', '10-9', '10-10', '11-10', '12-10', '12-11', '12-12', '13-12', '13-13', '13-14', '13-15', '14-15', '14-16', '15-16', '15-17', '16-17', '16-18', '17-18', '18-18', '18-19', '18-20', '18-21']",3,4,1,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '4-2', '4-3', '5-3', '6-3', '6-4', '7-4', '7-5', '7-6', '8-6', '9-6', '10-6', '10-7', '11-7', '11-8', '11-9', '11-10', '11-11', '12-11', '13-11', '14-11', '14-12', '14-13', '15-13', '15-14', '16-14', '17-14', '18-14', '18-15', '19-15', '19-16', '19-17', '20-17', '21-17']"
PERODUA Malaysia Masters 2018,Bukit Jalil,Malaysia,2018-01-16,HSBC BWF World Tour Super 500,MS,Qualification round of 16,2,2,FALSE,12-21,9-21,,Jason Anthony Ho-Shue,Shesar Hiren Rhustavito,CAN,INA,90,94,21,42,2,8,0,3,2,5,0,2,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '1-5', '1-6', '2-6', '2-7', '2-8', '2-9', '2-10', '2-11', '3-11', '3-12', '3-13', '4-13', '5-13', '5-14', '6-14', '7-14', '7-15', '8-15', '8-16', '9-16', '9-17', '10-17', '10-18', '10-19', '11-19', '11-20', '12-20', '12-21']",2,8,0,1,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '2-4', '3-4', '4-4', '4-5', '5-5', '5-6', '5-7', '5-8', '5-9', '5-10', '5-11', '5-12', '5-13', '6-13', '6-14', '6-15', '6-16', '6-17', '7-17', '7-18', '8-18', '9-18', '9-19', '9-20', '9-21']",NA,NA,NA,NA,[]
